
🇨🇳央视IPTV,#genre#
DJ蹦迪34,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000corl6mjc77u0ut0haoa0&ratio=720p&line=0
DJ蹦迪35,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cols2ujc77udf5lemes0&ratio=720p&line=0
DJ蹦迪36,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cohq69bc77ub19kf0450&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
DJ蹦迪37,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000conql9rc77u22ih0sh10&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
DJ蹦迪38,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000col668jc77u8uk1ublo0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
DJ蹦迪39,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cofqm13c77u4n78ghvtg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
DJ蹦迪40,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cop0llbc77ubkfdovoi0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
DJ蹦迪41,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cokff7jc77u6ecpklrig&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
DJ蹦迪43,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000codnbsbc77u2r75slet0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
DJ蹦迪44,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cntdqrrc77u36tf2adeg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
DJ蹦迪45,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000colp2e3c77ucr90q385g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
美女蹦迪a,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cmei5t3c77u7g5gdeva0&ratio=720p&line=0
美女蹦迪b,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cmvi16rc77u51n2rprq0&ratio=720p&line=0
美女蹦迪h,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cnnoltrc77udl8a0o3ig&ratio=720p&line=0
美女蹦迪l,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000clt4kcrc77u2qhihanig&ratio=720p&line=0
美女蹦迪z,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cnsm0krc77uaraoef0cg&ratio=720p&line=0
美女蹦迪q,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cm3b1abc77uamm37cjd0&ratio=720p&line=0
美女蹦迪w,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cmapnk3c77u6oa1qd3u0&ratio=720p&line=0
美女蹦迪u,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cnjh8fbc77u8vu97gu30&ratio=720p&line=0
美女蹦迪i,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ckofal3c77ufoh2mbni0&ratio=720p&line=0
美女蹦迪6,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ckurl5rc77u5rlhbjfl0&ratio=720p&line=0
美女蹦迪7,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cl8nk93c77u1l1r8u8t0&ratio=720p&line=0
美女蹦迪8,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cldv9ajc77ue5q5skr20&ratio=720p&line=0
美女蹦迪9,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000clfui8bc77u3lknr5ft0&ratio=720p&line=0
美女蹦迪10,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000clj8udrc77u5110f1sb0&ratio=720p&line=0
美女蹦迪11,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cas3q63c77u8sdodflkg&ratio=720p&line=0
美女蹦迪12,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cgi44cbc77uck5u713t0&ratio=720p&line=0
美女蹦迪16,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000chgah7jc77u0oflmbqb0&ratio=720p&line=0
美女蹦迪17,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cgvppq3c77ue98cnqi6g&ratio=720p&line=0
美女蹦迪18,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cgtrrrbc77u3m6ta98ag&ratio=720p&line=0
美女蹦迪19,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ch2j8hrc77u52trcoikg&ratio=720p&line=0
美女蹦迪20,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cgrc50jc77u396enskbg&ratio=720p&line=0
蹦迪美女22,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cgpd8b3c77u3c27hvdeg&ratio=720p&line=0
美女蹦迪34,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cg5t2ojc77u0mogvhen0&ratio=720p&line=0
美女蹦迪35,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cgi1enrc77ud50mfu4e0&ratio=720p&line=0
美女蹦迪37,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cfre3rbc77uf8jfggegg&ratio=720p&line=0
美女蹦迪38,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cf2earjc77u4tbjni210&ratio=720p&line=0
抖音歌曲39,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ce8qph3c77u5gud9ul3g&ratio=720p&line=0
抖音歌曲40,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ce9durjc77u2tsq2b520&ratio=720p&line=0
抖音歌曲41,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ce4spebc77ubji6n0a5g&ratio=720p&line=0
抖音歌曲42,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ce28nqrc77u471qkulmg&ratio=720p&line=0
抖音歌曲43,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ce1ket3c77u5ttb266tg&ratio=720p&line=0
抖音歌曲45,https://vd4.bdstatic.com/mda-nmbjwiv87q5qamgp/576p/h264/1670853780030695570/mda-nmbjwiv87q5qamgp.mp4?auth_key=1670857311-0-0-1dce152739dc841e67ebad6687018804&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=1911666500&vid=3857074202541838942&abtest=all
抖音歌曲连唱47,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c6ilrmbc77ubdnoksfq0&ratio=720p&line=0
抖音歌曲连唱48,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c7o7cujc77u3c0tgih5g&ratio=720p&line=0

DJ姐姐1,https://txmov2.a.kwimgs.com/upic/2022/12/05/08/BMjAyMjEyMDUwODQ2MjlfMTIyNzQ2ODAzNV85MDM2OTcyNjg3NF8yXzM=_b_B45c1cdb11150bffefd548ae39747a9ae.mp4?tag=1-1702499552-std-1-g0xh8yoxzg-154ba65bf5ab2e4f&clientCacheKey=3x3n6jhx9wb78ew_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐2,http://txmov2.a.kwimgs.com/upic/2023/10/21/11/BMjAyMzEwMjExMTU3MDdfMjU2MTY4OTM1NV8xMTU0MzE3NzE1NDdfMV8z_b_B1e1f29fff42ec2eeb3b9062d1d083128.mp4?tag=1-1701935577-std-1-3tq3tj7hjj-cd54d8ad9df86da4&clientCacheKey=3xq8a8jkgwuk2gg_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐3,http://txmov2.a.kwimgs.com/upic/2023/11/04/01/BMjAyMzExMDQwMTI3MDRfNDE5NjIwMjc4XzExNjM5NjM5OTE3OF8yXzM=_b_Bbc39b3499cd8c28c455b7e537073875b.mp4?tag=1-1699381377-std-1-bowc83kevh-51e520b0a2c8fd3d&clientCacheKey=3xg979xib5akct4_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐4,https://txmov2.a.kwimgs.com/upic/2023/10/25/16/BMjAyMzEwMjUxNjQ0MjBfMjE0OTI5NDA4MV8xMTU3Mzg0MjI1NzBfMF8z_b_B85f0e8307ad593b086649d1910028331.mp4?tag=1-1702511616-std-1-4wijab77tl-97fc9e8cab60b693&clientCacheKey=3x284jb2ng3p5bi_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐5,http://txmov2.a.kwimgs.com/upic/2023/08/02/15/BMjAyMzA4MDIxNTM4NDFfMjk0NjQ0NDgxMV8xMDk0OTg3NDk5NjFfMl8z_b_B55bd0ee99235042022cddb927e501dd9.mp4?tag=1-1699725923-std-1-ykcs1ckti1-26bc23214a6122d2&clientCacheKey=3xv73a8k3vnjeci_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐6,https://txmov2.a.kwimgs.com/upic/2023/04/22/11/BMjAyMzA0MjIxMTE3MDZfMTIyNzQ2ODAzNV8xMDEyMDQ4Njg2NjVfMl8z_b_B399940bfd78bfe8225e5afcdf04a45b9.mp4?tag=1-1702498473-std-1-hfnlpetv96-322df472c6712d69&clientCacheKey=3xesxz34cnkjh7u_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐7,https://txmov2.a.kwimgs.com/upic/2022/05/07/19/BMjAyMjA1MDcxOTU3MTBfMTIyNzQ2ODAzNV83Mzg3NDY0NzU3MF8yXzM=_b_B2b81bed7e1f971a02f8f498a418c65d5.mp4?tag=1-1702499809-std-1-uynds9cfra-898c41bc8146cc13&clientCacheKey=3x3u38td5bduzma_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐8,http://txmov2.a.kwimgs.com/upic/2023/06/20/13/BMjAyMzA2MjAxMzAwNDdfMjM0Mjg1Nzg4Ml8xMDU5Nzg5ODM4NzFfMV8z_b_B332b51a7c2073041fb6716f63c9f861a.mp4?tag=1-1701952036-std-1-zrepmmxmm9-596b8cb0a92db286&clientCacheKey=3xyhhh6kq5tt89m_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐9,http://txmov2.a.kwimgs.com/upic/2023/11/13/07/BMjAyMzExMTMwNzQzMTlfMjM0Mjg1Nzg4Ml8xMTcwNzEzNjYwOTRfMV8z_b_Bab41fccd87010788291a41c8d55f349f.mp4?tag=1-1701958800-std-1-lopyzrplz0-923f77809b41c9b5&clientCacheKey=3xwzt4g7mwuxjxi_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐10,https://txmov2.a.kwimgs.com/upic/2023/08/27/19/BMjAyMzA4MjcxOTEyNDVfMjE0OTI5NDA4MV8xMTE1MzY2NDM1MDlfMl8z_b_B33663b38080facc2e3fb2a6cfd483c76.mp4?tag=1-1702517867-std-1-5mpe1puhff-af533f1086538e0f&clientCacheKey=3xwwafbbxdd23a4_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐11,http://txmov2.a.kwimgs.com/upic/2023/08/14/18/BMjAyMzA4MTQxODUxNDVfMjM0Mjg1Nzg4Ml8xMTA0OTM3MDEwNzBfMV8z_b_Be9513b13b5087784e411ad47cf91a501.mp4?tag=1-1701954788-std-1-qtbacx6iup-dbdfcb146a248276&clientCacheKey=3xy6k466s4ejma4_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐12,http://alimov2.a.kwimgs.com/upic/2021/10/25/14/BMjAyMTEwMjUxNDAwMjhfNTE2MjIxMzE1XzU5NjU3MDc3Njg0XzJfMw==_b_B6773c01bc272e7242500adb9738fa803.mp4
DJ姐姐13,http://txmov2.a.kwimgs.com/upic/2023/08/11/22/BMjAyMzA4MTEyMjAzMzhfMjM0Mjg1Nzg4Ml8xMTAyNjM4NTEyMTNfMV8z_b_Bb75cfc2facdc0b7cbf14bbf2c023e65e.mp4?tag=1-1701954583-std-1-bkttxwuilb-d5b079136c01e95c&clientCacheKey=3xb6zkpx9qby7gw_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐14,http://txmov2.a.kwimgs.com/upic/2023/09/18/21/BMjAyMzA5MTgyMTQzNDRfMTQ2NTA4MTM0XzExMzA4MjkwNDYyMl8yXzM=_bF_B1778167693f05864b05696e0913b4963.mp4?tag=1-1699728920-std-1-jphw6zwcj2-b7e083ed6b2fe7f0&clientCacheKey=3x6nphgdts7iixk_bF.mp4&tt=bF&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐15,http://txmov2.a.kwimgs.com/upic/2023/10/06/07/BMjAyMzEwMDYwNzM5MDNfMjM0Mjg1Nzg4Ml8xMTQ0MzM4NDgyNjVfMV8z_b_B547088376cb7722fbf88366afdf1083b.mp4?tag=1-1701957605-std-1-xhprpbndjx-573024cb2977bb14&clientCacheKey=3xqak2pzjeg2kc2_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐16,http://txmov2.a.kwimgs.com/upic/2023/07/06/13/BMjAyMzA3MDYxMzEzMDRfMjg2Njg3MTY2NV8xMDcyNjc4MDE4MzVfMl8z_b_B4f670ec2a33d84e64931c7669578ba05.mp4?tag=1-1699749667-std-1-pmvts7eypg-bbd15b38b610c9d2&clientCacheKey=3xb53g94ya7zutc_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐17,http://txmov2.a.kwimgs.com/upic/2023/06/18/09/BMjAyMzA2MTgwOTI0NTVfMjM0Mjg1Nzg4Ml8xMDU4MDUwODQ3MDhfMV8z_b_B973d18505830a057cc7e1513341868ce.mp4?tag=1-1701951899-std-1-bh2ixxtoap-51db34601e95c223&clientCacheKey=3xuv4kpsqji7geg_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐18,https://txmov2.a.kwimgs.com/upic/2023/05/05/18/BMjAyMzA1MDUxODUxMDZfNjQ1MjMzMTUwXzEwMjM1MDcyNzk5MF8yXzM=_b_B711baef71a52fd2076be97d5ef230f50.mp4?tag=1-1702496006-std-1-afnnreboo9-14149cf6c03bffe1&clientCacheKey=3xumbs98knvybm2_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐19,https://txmov2.a.kwimgs.com/upic/2023/08/07/15/BMjAyMzA4MDcxNTU0MzFfMjE0OTI5NDA4MV8xMDk5MDIyMjUxMDRfMl8z_b_B2b98a6dd292d8653457c590d44f5b6a4.mp4?tag=1-1702520115-std-1-bcutvbjexz-aedf1c7e2b195d0e&clientCacheKey=3xta57krgw8rccm_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐20,https://txmov2.a.kwimgs.com/upic/2022/04/28/18/BMjAyMjA0MjgxODM4MjdfMTIyNzQ2ODAzNV83MzExMzI1NDQyNV8yXzM=_b_B9a48f307f2eb1d43a8ea9307f9f54546.mp4?tag=1-1702500257-std-1-k4x1mccqom-f32d7d8269a0a9f7&clientCacheKey=3x44crfm87icu6i_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐21,http://txmov2.a.kwimgs.com/upic/2023/06/27/12/BMjAyMzA2MjcxMjQ4MThfMjM0Mjg1Nzg4Ml8xMDY1NTAwNTc4MTFfMV8z_b_B394006abeb82025b21532e1ed7455de7.mp4?tag=1-1701952477-std-1-etbqszlugb-974a12c9a9300c08&clientCacheKey=3xgy36p2ajabwbk_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐22,http://txmov2.a.kwimgs.com/upic/2023/12/06/07/BMjAyMzEyMDYwNzQwMTVfMjM0Mjg1Nzg4Ml8xMTg5NTA1MjM3ODdfMV8z_b_Bc38eb7b9a43c694d49d5534a14ea75e9.mp4?tag=1-1701947301-std-1-truz7104ex-1acf8d23bb12463f&clientCacheKey=3xi2saddydu32fw_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐23,http://txmov2.a.kwimgs.com/upic/2023/08/06/08/BMjAyMzA4MDYwODU1MzBfMjM0Mjg1Nzg4Ml8xMDk3OTI1NzQ1OTNfMV8z_b_Ba3937f1392dc7051f74a632407b22d88.mp4?tag=1-1701954102-std-1-ok1abccwgy-e64f39ade1a8d29d&clientCacheKey=3xtwfw43p826fj6_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐24,https://txmov2.a.kwimgs.com/upic/2023/09/12/19/BMjAyMzA5MTIxOTUxMzJfMjE0OTI5NDA4MV8xMTI2NTQwNDI5ODlfMl8z_b_Ba81c1f90dc97a8d001e0eaa34e489394.mp4?tag=1-1702515431-std-1-u7ckuurzdy-336636772d39844c&clientCacheKey=3xx6k5juypg8kiw_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐26,http://txmov2.a.kwimgs.com/upic/2023/03/21/09/BMjAyMzAzMjEwOTU0MzNfMzA3MTQwMjg1NF85ODY2NzI3OTkyMV8yXzM=_b_B1f6b4b87d63f9d0444708afb79ce520a.mp4?tag=1-1701966775-std-1-oil28yme6v-436c560cdb4f850e&clientCacheKey=3xkzurq4sy2bhuc_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐27,https://txmov2.a.kwimgs.com/upic/2023/01/17/17/BMjAyMzAxMTcxNzI1NDhfMTIyNzQ2ODAzNV85Mzg0MjM5Nzk5MF8yXzM=_b_Bc42c867e01647b107cf7b52d93d9e4c2.mp4?tag=1-1702499383-std-1-rawdr3bwci-2a670c5bd75f5ea7&clientCacheKey=3xi9kph4rf4nq8c_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐28,https://txmov2.a.kwimgs.com/upic/2023/12/10/09/BMjAyMzEyMTAwOTExNDhfOTAxMTYyNTg1XzExOTI4MTY1OTkzMl8xXzM=_b_B5b9f21e19fb6d43fab1716a7a1c083ef.mp4?tag=1-1702503749-std-1-hqxegvkbu1-57ccda8a3b70a82b&clientCacheKey=3xyv3gv36saw8y9_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐29,http://txmov2.a.kwimgs.com/upic/2023/05/24/21/BMjAyMzA1MjQyMTM0MTVfMjM0Mjg1Nzg4Ml8xMDM4NjgyMTM3MjFfMV8z_b_Bca98a91c79b8e579e82e307c8ed3b0fd.mp4?tag=1-1701950655-std-1-rtpj1hhzbc-49295778b2da7fb0&clientCacheKey=3x4nxz3twfzxiik_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐30,http://txmov2.a.kwimgs.com/upic/2023/08/02/15/BMjAyMzA4MDIxNTM4NDFfMjk0NjQ0NDgxMV8xMDk0OTg3NDk5NjFfMl8z_b_B55bd0ee99235042022cddb927e501dd9.mp4?tag=1-1699725923-std-1-ykcs1ckti1-26bc23214a6122d2&clientCacheKey=3xv73a8k3vnjeci_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
dj我的楼兰,https://txmov2.a.kwimgs.com/upic/2023/09/20/14/BMjAyMzA5MjAxNDQ2NDdfMTE1OTE4MDcwOV8xMTMxODQ5Mzk5MjVfMl8z_bF_B3de01c74c24dd40b9fe4c1777ce0bc18.mp4?tag=1-1702523400-std-1-dtzejnovx0-8e9fd97cac0257c7&clientCacheKey=3xxbnq3zsk2u499_bF.mp4&tt=bF&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐33,http://txmov2.a.kwimgs.com/upic/2023/07/31/07/BMjAyMzA3MzEwNzI1MjNfMjM0Mjg1Nzg4Ml8xMDkzMDM0Mjk5MjFfMV8z_b_Bc516e5a27f4f9a6d540eea10763b83ce.mp4?tag=1-1701953422-std-1-unbsxs5dy2-dc9f5dcbcc819507&clientCacheKey=3x8zwbzsxxrug32_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐34,https://txmov2.a.kwimgs.com/upic/2023/06/03/20/BMjAyMzA2MDMyMDM0MDRfMTE1OTE4MDcwOV8xMDQ2NzI2NTM1MzBfMl8z_b_B1132cf58e46dc8ff9d2d6f47bd2c5ffd.mp4?tag=1-1702525380-std-1-0ruapaanol-ccf776bd4d0b090e&clientCacheKey=3xug2i93f8ihn96_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐35,http://txmov2.a.kwimgs.com/upic/2023/05/26/19/BMjAyMzA1MjYxOTQ4NTVfMjM0Mjg1Nzg4Ml8xMDQwMDE4NjQ3MTNfMV8z_b_B9053bac3e9ef4fa4390c8c9258c631e4.mp4?tag=1-1701950790-std-1-39rs3dwsxp-17356fc17a4b0c67&clientCacheKey=3xyz96g7vgaf3p6_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐36,http://txmov2.a.kwimgs.com/upic/2023/10/24/00/BMjAyMzEwMjQwMDU5MjJfMTQ1OTAxMzA5OV8xMTU2NDM4MjE0OTBfMV8z_b_B808aaa5a65bc73f9fa2e99d101cf533e.mp4?tag=1-1701970342-std-1-6wwljb35qd-01e2f6577a532e20&clientCacheKey=3xsu7s632taaddc_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
DJ姐姐37,http://txmov2.a.kwimgs.com/upic/2023/09/21/22/BMjAyMzA5MjEyMjE1MDZfMTQ2NTA4MTM0XzExMzI3NDg3Mjg4M18yXzM=_b_Bce6942f7c0820154ff871c606af2e74a.mp4?tag=1-1699728812-std-1-zfctk3qefi-765dd7e360cdc5de&clientCacheKey=3xfwhts9wuzfx8q_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1

██████████
🎸音乐DJ,#genre#
热火斯卡拉,https://vd4.bdstatic.com/mda-nk3qfbxhf5dqpywt/sc/cae_h264/1667582665910576925/mda-nk3qfbxhf5dqpywt.mp4
怒击摇,https://vd2.bdstatic.com/mda-mkibx9zvknj8d2fu/sc/cae_h264_nowatermark/1637355659217322910/mda-mkibx9zvknj8d2fu.mp4
新送情郎,https://vd4.bdstatic.com/mda-meq936zru7niwvd2/sc/cae_h264/1621924823247730000/mda-meq936zru7niwvd2.mp4
震撼纯电音Drown,https://vd2.bdstatic.com/mda-mjshcpd847mhnjgj/sc/cae_h264/1635337200637124885/mda-mjshcpd847mhnjgj.mp4
送给未来的你,https://vd2.bdstatic.com/mda-ma0st3ncw6i2yerr/v1-cae/sc/mda-ma0st3ncw6i2yerr.mp4

极品抖奶车载DJ,https://vd3.bdstatic.com/mda-pm59vs35hc1xpf97/sc/cae_h264_mcsic/1701898696264891171/mda-pm59vs35hc1xpf97.mp4
2023口水旋律车载DJ串烧,https://txmov2.a.kwimgs.com/bs3/video-hls/5195465247443616945_hlsb.m3u8
2024热播全中文口水旋律车载DJ串烧,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154098359410997_hlsb.m3u8
2024年最新DJ夜店混音,https://txmov2.a.kwimgs.com/bs3/video-hls/5238530913892317704_hlsb.m3u8
老歌DJ 越听越上头,https://txmov2.a.kwimgs.com/bs3/video-hls/5234027313336778127_hlsb.m3u8
2024年最新DJ舞曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5254856460919464679_hlsb.m3u8
2024快摇越南鼓弹射太空,https://txmov2.a.kwimgs.com/bs3/video-hls/5246130739648463544_hlsb.m3u8
2024纯正越南鼓带劲摇头,https://txmov2.a.kwimgs.com/bs3/video-hls/5199968844019002757_hlsb.m3u8
2024蹦迪越南鼓摇头卡点,https://txmov2.a.kwimgs.com/bs3/video-hls/5253167611834026799_hlsb.m3u8
40首精选慢搖2024remix歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5224175695511900493_hlsb.m3u8
2024年最火的中文DJ舞曲合辑,https://txmov2.a.kwimgs.com/bs3/video-hls/5225020119572067546_hlsb.m3u8
2024年最新中文DJ舞曲串烧,https://txmov2.a.kwimgs.com/bs3/video-hls/5259923016524978973_hlsb.m3u8
2024年最热门的歌曲DJ Remix,https://txmov2.a.kwimgs.com/bs3/video-hls/5232619944545910926_hlsb.m3u8
帅,https://vdse.bdstatic.com/h265/bdfaa7e1f0f0179e53e2de217045db2d51.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=19&logid=11554808897540394202&vt=-1&svt=-1&cr_max=1&s_score=-1.000000&pt=0&av=17.2&vid=13158760967036345665&mvt=-1&did=a8bea46bcde700ece9c4a15b8888b7a9&cr=1&h265_s=1&sl=318&sle=1&split=642641
戏,https://vd3.bdstatic.com/mda-qffbp76znuznakss/360p/h264/1718525690848660220/mda-qffbp76znuznakss.mp4?pd=19&vt=1
飒,https://vd3.bdstatic.com/mda-qfvj8ghhv1acxbx8/360p/h264/1719754536569252685/mda-qfvj8ghhv1acxbx8.mp4?pd=19&vt=1

☆泡沫,https://alimov2.a.kwimgs.com/upic/2023/08/19/20/BMjAyMzA4MTkyMDE2MzZfMzM5Njk4MTMyNl8xMTA5MDEwNzA2NDJfMF8z_b_Bdc4b6f3b05140acd82a8c7c5cfbad250.mp4
☆或者累,https://alimov2.a.kwimgs.com/upic/2023/08/07/10/BMjAyMzA4MDcxMDQxMjFfMzM5Njk4MTMyNl8xMDk4ODA1NjIyMDJfMF8z_b_Bac7f15b8e8955af7e55d787a8bfb9ee3.mp4
☆好想抱着你,https://txmov2.a.kwimgs.com/upic/2023/07/31/15/BMjAyMzA3MzExNTE0NDBfMzM5Njk4MTMyNl8xMDkzMzMzMzIxNzZfMF8z_b_B1948380dbccf0f753597da137aca876b.mp4
